tweet_id,cat_breed,conf_value
669573570759163904,West_Highland_white_terrier,0.946828
669597912108789760,Eskimo_dog,0.595665
669603084620980224,Maltese_dog,0.659619
669625907762618368,golden_retriever,0.874502
669680153564442624,dalmatian,0.141257
669683899023405056,Pomeranian,0.998275
669753178989142016,Pembroke,0.8584940000000001
669926384437997569,Pomeranian,0.984231
669942763794931712,vizsla,0.743216
669970042633789440,miniature_pinscher,0.734744
669993076832759809,toy_poodle,0.08650160000000001
670003130994700288,beagle,0.375313
670040295598354432,borzoi,0.901552
670046952931721218,Blenheim_spaniel,0.998335
670061506722140161,Italian_greyhound,0.329339
670073503555706880,malamute,0.6018859999999999
670086499208155136,German_short-haired_pointer,0.273492
670093938074779648,toy_poodle,0.383346
670290420111441920,Chihuahua,0.368876
670303360680108032,Shetland_sheepdog,0.380278
670319130621435904,Irish_terrier,0.254856
670338931251150849,cairn,0.245033
670374371102445568,English_springer,0.974936
670385711116361728,whippet,0.178027
670403879788544000,pug,0.8022229999999999
670411370698022913,Maltese_dog,0.584397
670421925039075328,Chihuahua,0.275793
670427002554466305,toy_terrier,0.952258
670428280563085312,chow,0.335269
670433248821026816,giant_schnauzer,0.583427
670434127938719744,Chesapeake_Bay_retriever,0.91914
670435821946826752,basenji,0.46037
670442337873600512,Sussex_spaniel,0.403552
670444955656130560,English_springer,0.403698
670452855871037440,malamute,0.08037949999999999
670676092097810432,Dandie_Dinmont,0.6761020000000001
670679630144274432,Ibizan_hound,0.34273400000000004
670691627984359425,Shetland_sheepdog,0.07112439999999999
670704688707301377,Norwich_terrier,0.419838
670717338665226240,Pomeranian,0.368161
670755717859713024,keeshond,0.994065
670764103623966721,Norfolk_terrier,0.17285
670778058496974848,pug,0.776612
670780561024270336,Labrador_retriever,0.244889
670782429121134593,Chihuahua,0.952963
670786190031921152,Pembroke,0.7771239999999999
670789397210615808,beagle,0.295966
670792680469889025,toy_poodle,0.882426
670797304698376195,Pembroke,0.472197
670803562457407488,basenji,0.34410100000000005
670804601705242624,Pomeranian,0.86856
670807719151067136,Old_English_sheepdog,0.958035
670811965569282048,basset,0.99409
670815497391357952,American_Staffordshire_terrier,0.919714
670822709593571328,Chihuahua,0.993887
670823764196741120,Labrador_retriever,0.947453
670832455012716544,malinois,0.31760700000000003
670833812859932673,Pekinese,0.609853
670840546554966016,Shih-Tzu,0.963622
670995969505435648,redbone,0.8662209999999999
671109016219725825,basenji,0.855959
671115716440031232,malinois,0.406341
671122204919246848,Chihuahua,0.351957
671134062904504320,Shih-Tzu,0.18038
671138694582165504,Samoyed,0.587342
671141549288370177,borzoi,0.0753577
671147085991960577,Yorkshire_terrier,0.4672020000000001
671151324042559489,Rottweiler,0.781201
671154572044468225,Labrador_retriever,0.495047
671163268581498880,Scottish_deerhound,0.0269829
671182547775299584,Rottweiler,0.331179
671186162933985280,Chihuahua,0.319106
671355857343524864,miniature_poodle,0.313811
671357843010908160,Italian_greyhound,0.831757
671485057807351808,Samoyed,0.627901
671486386088865792,German_shepherd,0.8270350000000001
671504605491109889,toy_poodle,0.259115
671518598289059840,Lakeland_terrier,0.428275
671520732782923777,Pomeranian,0.551031
671528761649688577,Doberman,0.782626
671536543010570240,pug,0.537652
671542985629241344,Shetland_sheepdog,0.980339
671561002136281088,Gordon_setter,0.4693729999999999
671729906628341761,kuvasz,0.431469
671735591348891648,Irish_wolfhound,0.271121
671743150407421952,toy_poodle,0.4194270000000001
671768281401958400,Chihuahua,0.500373
671789708968640512,dalmatian,0.114259
671866342182637568,Labrador_retriever,0.8756139999999999
671891728106971137,Labrador_retriever,0.567933
671896809300709376,chow,0.243529
672068090318987265,pug,0.8633850000000001
672082170312290304,toy_poodle,0.13244
672095186491711488,pug,0.794087
672125275208069120,golden_retriever,0.999834
672139350159835138,Rottweiler,0.29099200000000003
672160042234327040,pug,0.561027
672169685991993344,cocker_spaniel,0.991011
672205392827572224,pug,0.00326691
672222792075620352,beagle,0.958178
672239279297454080,pug,0.332536
672245253877968896,Chihuahua,0.7189439999999999
672248013293752320,Irish_terrier,0.413173
672254177670729728,pug,0.979487
672264251789176834,Chihuahua,0.6098600000000001
672267570918129665,Irish_terrier,0.716932
672272411274932228,pug,0.914685
672466075045466113,cocker_spaniel,0.150424
672481316919734272,Border_collie,0.599454
672482722825261057,West_Highland_white_terrier,0.5861729999999999
672488522314567680,Doberman,0.605358
672523490734551040,golden_retriever,0.5659810000000001
672538107540070400,Chihuahua,0.383937
672591762242805761,kuvasz,0.777659
672594978741354496,Great_Pyrenees,0.755945
672604026190569472,toy_poodle,0.8201579999999999
672622327801233409,golden_retriever,0.952773
672640509974827008,Chesapeake_Bay_retriever,0.420155
672834301050937345,Pembroke,0.5825600000000001
672877615439593473,Chihuahua,0.412362
672964561327235073,Chihuahua,0.292343
672968025906282496,toy_poodle,0.678046
672975131468300288,pug,0.8364209999999999
672980819271634944,basset,0.232754
672988786805112832,Lakeland_terrier,0.8366319999999999
672995267319328768,French_bulldog,0.7195590000000001
672997845381865473,chow,0.517255
673213039743795200,schipperke,0.8880819999999999
673240798075449344,Airedale,0.443004
673270968295534593,Shih-Tzu,0.610453
673295268553605120,golden_retriever,0.889241
673317986296586240,miniature_pinscher,0.384099
673320132811366400,Samoyed,0.978833
673342308415348736,Chihuahua,0.981017
673343217010679808,Chihuahua,0.541408
673345638550134785,Pomeranian,0.064627
673350198937153538,West_Highland_white_terrier,0.11918800000000003
673352124999274496,golden_retriever,0.672808
673355879178194945,Rottweiler,0.5292479999999999
673359818736984064,English_setter,0.6965680000000001
673580926094458881,beagle,0.985062
673583129559498752,golden_retriever,0.153271
673612854080196609,Newfoundland,0.223101
673636718965334016,pug,0.0190443
673656262056419329,bull_mastiff,0.700625
673662677122719744,Labrador_retriever,0.95767
673680198160809984,Samoyed,0.989853
673686845050527744,Pekinese,0.185903
673688752737402881,soft-coated_wheaten_terrier,0.340806
673689733134946305,Chesapeake_Bay_retriever,0.38222
673705679337693185,Shih-Tzu,0.165383
673707060090052608,German_short-haired_pointer,0.935771
673708611235921920,golden_retriever,0.936333
673709992831262724,Chihuahua,0.330171
673711475735838725,Maltese_dog,0.607401
673887867907739649,Brabancon_griffon,0.216767
673906403526995968,soft-coated_wheaten_terrier,0.683319
673919437611909120,schipperke,0.172079
673956914389192708,pug,0.5861609999999999
674014384960745472,Pembroke,0.74232
674019345211760640,collie,0.992732
674024893172875264,Pomeranian,0.6485
674036086168010753,toy_poodle,0.685617
674038233588723717,Eskimo_dog,0.358459
674042553264685056,toy_poodle,0.927975
674051556661161984,Shih-Tzu,0.179777
674053186244734976,Cardigan,0.984725
674075285688614912,Airedale,0.305392
674082852460433408,Pomeranian,0.666957
674255168825880576,Eskimo_dog,0.615741
674262580978937856,Greater_Swiss_Mountain_dog,0.519428
674269164442398721,pug,0.6229210000000001
674271431610523648,German_shepherd,0.991454
674291837063053312,Cardigan,0.611525
674394782723014656,Lakeland_terrier,0.109099
674410619106390016,beagle,0.0194268
674416750885273600,Chihuahua,0.28720100000000004
674422304705744896,golden_retriever,0.964497
674436901579923456,Shih-Tzu,0.375392
674447403907457024,Brabancon_griffon,0.409909
674468880899788800,chow,0.52623
674638615994089473,Pomeranian,0.846986
674644256330530816,basset,0.398102
674646392044941312,flat-coated_retriever,0.837448
674670581682434048,malamute,0.180079
674737130913071104,Pomeranian,0.948537
674739953134403584,Dandie_Dinmont,0.17591500000000002
674743008475090944,Bernese_mountain_dog,0.583054
674752233200820224,vizsla,0.665516
674764817387900928,Samoyed,0.634695
674774481756377088,Chihuahua,0.407016
674788554665512960,miniature_poodle,0.349561
674790488185167872,Labrador_retriever,0.8019029999999999
674793399141146624,giant_schnauzer,0.119693
674800520222154752,Pembroke,0.8764790000000001
674805413498527744,English_springer,0.594467
674999807681908736,Rottweiler,0.591829
675003128568291329,Pembroke,0.655279
675006312288268288,boxer,0.654697
675015141583413248,golden_retriever,0.290091
675047298674663426,Samoyed,0.978007
675109292475830276,dalmatian,0.989519
675111688094527488,Labrador_retriever,0.631501
675145476954566656,Labrador_retriever,0.458746
675146535592706048,Cardigan,0.28844699999999995
675147105808306176,golden_retriever,0.949215
675149409102012420,chow,0.999876
675166823650848770,standard_poodle,0.284394
675334060156301312,Pembroke,0.773135
675349384339542016,borzoi,0.866367
675354435921575936,golden_retriever,0.303415
675362609739206656,Labrador_retriever,0.479008
675372240448454658,Chihuahua,0.4163850000000001
675432746517426176,Labrador_retriever,0.986548
675489971617296384,West_Highland_white_terrier,0.139613
675497103322386432,vizsla,0.5195890000000001
675517828909424640,Scottish_deerhound,0.240591
675522403582218240,cocker_spaniel,0.299708
675531475945709568,Pembroke,0.918441
675534494439489536,chow,0.749368
675706639471788032,English_springer,0.9903
675707330206547968,Staffordshire_bullterrier,0.721933
675710890956750848,standard_schnauzer,0.4414270000000001
675740360753160193,golden_retriever,0.800495
675781562965868544,Maltese_dog,0.921968
675798442703122432,beagle,0.681218
675820929667219457,basset,0.556373
675822767435051008,Pomeranian,0.4607100000000001
675845657354215424,pug,0.8839520000000001
675853064436391936,Labrador_retriever,0.868367
675870721063669760,golden_retriever,0.263892
675878199931371520,Cardigan,0.0436271
675888385639251968,West_Highland_white_terrier,0.672117
675891555769696257,Italian_greyhound,0.305637
675898130735476737,Labrador_retriever,0.40743
676089483918516224,bull_mastiff,0.743808
676101918813499392,Shih-Tzu,0.225848
676146341966438401,Irish_water_spaniel,0.388332
676191832485810177,Chihuahua,0.376741
676219687039057920,whippet,0.000132464
676237365392908289,French_bulldog,0.961996
676263575653122048,toy_poodle,0.0982826
676430933382295552,golden_retriever,0.583875
676440007570247681,Maltese_dog,0.579472
676470639084101634,golden_retriever,0.7903859999999999
676496375194980353,pug,0.985387
676533798876651520,chow,0.26527399999999995
676575501977128964,Yorkshire_terrier,0.424106
676582956622721024,Boston_bull,0.790028
676588346097852417,Boston_bull,0.976577
676603393314578432,whippet,0.8770209999999999
676606785097199616,malinois,0.1423
676613908052996102,Doberman,0.49379
676617503762681856,Chihuahua,0.841084
676811746707918848,Chihuahua,0.440916
676819651066732545,Labrador_retriever,0.0394646
676821958043033607,Great_Pyrenees,0.8698040000000001
676864501615042560,Chesapeake_Bay_retriever,0.371146
676936541936185344,Chesapeake_Bay_retriever,0.5452859999999999
676946864479084545,Pekinese,0.752707
676949632774234114,Welsh_springer_spaniel,0.206479
676957860086095872,Labrador_retriever,0.772423
676975532580409345,malamute,0.363257
677187300187611136,English_setter,0.282396
677269281705472000,Shetland_sheepdog,0.656616
677301033169788928,Japanese_spaniel,0.6611779999999999
677314812125323265,Blenheim_spaniel,0.924127
677328882937298944,kelpie,0.42425
677331501395156992,beagle,0.313464
677334615166730240,Lakeland_terrier,0.859392
677530072887205888,Staffordshire_bullterrier,0.6892590000000001
677547928504967168,American_Staffordshire_terrier,0.914978
677557565589463040,Shih-Tzu,0.27725700000000003
677565715327688705,basset,0.397295
677644091929329666,Chihuahua,0.626236
677673981332312066,Maltese_dog,0.817908
677687604918272002,Pembroke,0.573047
677698403548192770,Shih-Tzu,0.916645
677700003327029250,Siberian_husky,0.120849
677716515794329600,chow,0.0254378
677895101218201600,dalmatian,0.550702
677918531514703872,Eskimo_dog,0.199347
678021115718029313,miniature_pinscher,0.822048
678255464182861824,Chihuahua,0.613819
678278586130948096,Maltese_dog,0.897841
678334497360859136,Norfolk_terrier,0.378643
678341075375947776,golden_retriever,0.853284
678380236862578688,Samoyed,0.0476014
678389028614488064,miniature_pinscher,0.516284
678396796259975168,Pembroke,0.95618
678399652199309312,Bedlington_terrier,0.929196
678410210315247616,schipperke,0.145877
678424312106393600,Maltese_dog,0.759945
678446151570427904,Staffordshire_bullterrier,0.284492
678643457146150913,Labrador_retriever,0.33875700000000003
678740035362037760,beagle,0.0225251
678755239630127104,malamute,0.606654
678764513869611008,Irish_terrier,0.696646
678774928607469569,Pembroke,0.194681
678798276842360832,Airedale,0.583122
678800283649069056,Labrador_retriever,0.213673
678969228704284672,Labrador_retriever,0.680251
678991772295516161,Eskimo_dog,0.330216
679047485189439488,golden_retriever,0.00293035
679062614270468097,schipperke,0.802333
679111216690831360,kelpie,0.189423
679132435750195208,Scottish_deerhound,0.19461
679148763231985668,Italian_greyhound,0.302685
679158373988876288,pug,0.27220500000000003
679462823135686656,toy_poodle,0.62178
679475951516934144,Maltese_dog,0.145742
679511351870550016,Chihuahua,0.761972
679530280114372609,dalmatian,0.750256
679722016581222400,boxer,0.459604
679729593985699840,West_Highland_white_terrier,0.164215
679736210798047232,French_bulldog,0.319139
679777920601223168,bloodhound,0.5288189999999999
679828447187857408,Chihuahua,0.346545
679844490799091713,Airedale,0.903832
679854723806179328,chow,0.00230739
679862121895714818,EntleBucher,0.5232060000000001
680055455951884288,Samoyed,0.995466
680070545539371008,Shih-Tzu,0.127701
680100725817409536,golden_retriever,0.6989609999999999
680115823365742593,pug,0.999365
680130881361686529,Maltese_dog,0.199121
680145970311643136,miniature_poodle,0.457117
680161097740095489,bluetick,0.268681
680191257256136705,Brittany_spaniel,0.7332529999999999
680473011644985345,Lakeland_terrier,0.796694
680494726643068929,kuvasz,0.438627
680497766108381184,Chihuahua,0.538354
680609293079592961,French_bulldog,0.700764
680801747103793152,pug,0.99672
680836378243002368,Pembroke,0.427781
680889648562991104,Shetland_sheepdog,0.876337
680913438424612864,Pomeranian,0.615678
680934982542561280,Labrador_retriever,0.7843979999999999
680940246314430465,soft-coated_wheaten_terrier,0.289598
680959110691590145,pug,0.0443565
680970795137544192,pug,0.713102
681193455364796417,Pomeranian,0.992619
681231109724700672,Irish_setter,0.406047
681261549936340994,Tibetan_terrier,0.382101
681281657291280384,Saint_Bernard,0.99883
681297372102656000,Lhasa,0.482401
681320187870711809,Samoyed,0.362596
681339448655802368,Labrador_retriever,0.5324409999999999
681523177663676416,Norfolk_terrier,0.205067
681579835668455424,Rottweiler,0.760671
681610798867845120,toy_poodle,0.8217040000000001
681654059175129088,Pomeranian,0.800538
681694085539872773,toy_poodle,0.920992
681891461017812993,Chihuahua,0.20357
681981167097122816,Labrador_retriever,0.4525770000000001
682032003584274432,schipperke,0.997953
682259524040966145,Siberian_husky,0.43967
682303737705140231,Lakeland_terrier,0.997659
682389078323662849,curly-coated_retriever,0.482288
682393905736888321,vizsla,0.657275
682429480204398592,whippet,0.594701
682638830361513985,English_springer,0.440781
682662431982772225,beagle,0.413824
682750546109968385,English_setter,0.947198
682962037429899265,Chihuahua,0.2786
683030066213818368,boxer,0.722218
683078886620553216,Eskimo_dog,0.141432
683098815881154561,golden_retriever,0.889848
683111407806746624,cocker_spaniel,0.901392
683142553609318400,Leonberg,0.605851
683357973142474752,Pembroke,0.406509
683391852557561860,French_bulldog,0.992833
683449695444799489,Lakeland_terrier,0.303512
683462770029932544,Italian_greyhound,0.39956
683481228088049664,keeshond,0.508951
683498322573824003,Airedale,0.945362
683742671509258241,Pembroke,0.895279
683773439333797890,miniature_pinscher,0.0728852
683828599284170753,malamute,0.577376
683834909291606017,Maltese_dog,0.738449
683849932751646720,Mexican_hairless,0.458855
683852578183077888,toy_poodle,0.5513520000000001
683857920510050305,bluetick,0.174738
684097758874210310,Labrador_retriever,0.6278560000000001
684177701129875456,chow,0.334783
684188786104872960,kelpie,0.537782
684195085588783105,Chihuahua,0.379365
684222868335505415,soft-coated_wheaten_terrier,0.7911819999999999
684225744407494656,golden_retriever,0.203249
684241637099323392,Pembroke,0.508498
684460069371654144,Labrador_retriever,0.673691
684481074559381504,Chihuahua,0.93781
684538444857667585,Chihuahua,0.702583
684594889858887680,Weimaraner,0.948688
684800227459624960,miniature_schnauzer,0.294457
684902183876321280,Pembroke,0.708034
684914660081053696,chow,0.46095
684926975086034944,Labrador_retriever,0.769412
684940049151070208,Border_collie,0.665578
685169283572338688,Bernese_mountain_dog,0.975096
685198997565345792,Old_English_sheepdog,0.00967138
685268753634967552,pug,0.999044
685307451701334016,Pomeranian,0.963176
685315239903100929,chow,0.470162
685321586178670592,Boston_bull,0.972483
685325112850124800,golden_retriever,0.586937
685532292383666176,collie,0.0958052
685641971164143616,Lakeland_terrier,0.253839
685663452032069632,Chesapeake_Bay_retriever,0.171174
685906723014619143,Yorkshire_terrier,0.414963
685943807276412928,papillon,0.200812
685973236358713344,Siberian_husky,0.450678
686007916130873345,Rhodesian_ridgeback,0.885301
686034024800862208,Great_Dane,0.23692
686050296934563840,Pomeranian,0.985789
686358356425093120,pug,0.985237
686377065986265092,German_shepherd,0.830816
686386521809772549,Yorkshire_terrier,0.477704
686606069955735556,Labrador_retriever,0.320012
686618349602762752,Rottweiler,0.441331
686683045143953408,Norwich_terrier,0.100499
686730991906516992,Tibetan_mastiff,0.338812
687096057537363968,Labrador_retriever,0.417107
687109925361856513,borzoi,0.883086
687124485711986689,beagle,0.000216206
687127927494963200,pug,0.178205
687312378585812992,Great_Dane,0.703561
687317306314240000,Shih-Tzu,0.747208
687460506001633280,Boston_bull,0.223366
687480748861947905,English_springer,0.472273
687494652870668288,Rottweiler,0.391471
687664829264453632,pug,0.957365
687704180304273409,miniature_pinscher,0.956063
687807801670897665,Staffordshire_bullterrier,0.151113
687818504314159109,Lakeland_terrier,0.873029
687826841265172480,Pomeranian,0.99721
688064179421470721,Eskimo_dog,0.240602
688116655151435777,pug,0.973819
688385280030670848,golden_retriever,0.900437
688519176466644993,Pembroke,0.696372
688547210804498433,papillon,0.531279
688789766343622656,American_Staffordshire_terrier,0.5996600000000001
688804835492233216,malinois,0.199512
688828561667567616,Cardigan,0.6142310000000001
688898160958271489,Ibizan_hound,0.8531700000000001
688916208532455424,Pembroke,0.430544
689143371370250240,English_springer,0.303781
689154315265683456,cocker_spaniel,0.816044
689275259254616065,American_Staffordshire_terrier,0.215161
689280876073582592,Chihuahua,0.6375460000000001
689283819090870273,Scotch_terrier,0.267979
689517482558820352,Pembroke,0.799319
689557536375177216,Eskimo_dog,0.169482
689599056876867584,cocker_spaniel,0.426494
689623661272240129,toy_poodle,0.279604
689661964914655233,Italian_greyhound,0.322818
689835978131935233,collie,0.600186
689877686181715968,Old_English_sheepdog,0.26915500000000003
689905486972461056,Pomeranian,0.943331
689977555533848577,Labrador_retriever,0.291081
689999384604450816,standard_poodle,0.444499
690005060500217858,Samoyed,0.270287
690015576308211712,malamute,0.949609
690021994562220032,malamute,0.0406958
690360449368465409,pug,0.686933
690374419777196032,kuvasz,0.286345
690400367696297985,Pembroke,0.426459
690597161306841088,Lhasa,0.0974997
690649993829576704,Mexican_hairless,0.0981708
690690673629138944,Maltese_dog,0.08962460000000001
690728923253055490,kuvasz,0.422806
690735892932222976,golden_retriever,0.883229
690959652130045952,golden_retriever,0.862964
691096613310316544,borzoi,0.441269
691321916024623104,Rottweiler,0.508981
691416866452082688,Lakeland_terrier,0.530104
691444869282295808,Bernese_mountain_dog,0.767563
691459709405118465,Shetland_sheepdog,0.5512060000000001
691483041324204033,bloodhound,0.886232
691675652215414786,Chihuahua,0.182898
691756958957883396,Saint_Bernard,0.342571
692017291282812928,Tibetan_terrier,0.247565
692142790915014657,toy_poodle,0.670068
692158366030913536,pug,0.956565
692187005137076224,Siberian_husky,0.810592
692530551048294401,Siberian_husky,0.486428
692535307825213440,pug,0.41309
692568918515392513,golden_retriever,0.636845
692752401762250755,Samoyed,0.471276
692828166163931137,Samoyed,0.985857
692894228850999298,German_short-haired_pointer,0.876977
692901601640583168,soft-coated_wheaten_terrier,0.403496
692905862751522816,Mexican_hairless,0.162638
692919143163629568,Saint_Bernard,0.612635
693095443459342336,Yorkshire_terrier,0.033487800000000005
693109034023534592,cocker_spaniel,0.740013
693155686491000832,Shih-Tzu,0.69748
693231807727280129,vizsla,0.8764129999999999
693262851218264065,golden_retriever,0.989333
693280720173801472,Labrador_retriever,0.340008
693622659251335168,malamute,0.449298
693629975228977152,pug,0.841987
693642232151285760,Scottish_deerhound,0.111893
693942351086120961,groenendael,0.550796
694001791655137281,Pembroke,0.769999
694183373896572928,Pekinese,0.441499
694206574471057408,Shih-Tzu,0.352547
694329668942569472,boxer,0.99006
694352839993344000,Australian_terrier,0.407886
694356675654983680,Pomeranian,0.429871
695051054296211456,Boston_bull,0.761454
695074328191332352,Shih-Tzu,0.5101060000000001
695095422348574720,papillon,0.227784
695314793360662529,Maltese_dog,0.678547
695409464418041856,pug,0.997445
695446424020918272,basenji,0.748904
695629776980148225,Old_English_sheepdog,0.693857
695767669421768709,soft-coated_wheaten_terrier,0.805139
695794761660297217,Samoyed,0.962139
695816827381944320,Pomeranian,0.382234
696405997980676096,borzoi,0.132845
696488710901260288,briard,0.369063
696713835009417216,Chesapeake_Bay_retriever,0.379797
696754882863349760,toy_poodle,0.13783199999999998
696886256886657024,kuvasz,0.383941
696894894812565505,Appenzeller,0.665628
696900204696625153,Chihuahua,0.297735
697242256848379904,Eskimo_dog,0.0635328
697255105972801536,Great_Dane,0.173989
697259378236399616,Great_Dane,0.999223
697270446429966336,toy_poodle,0.880014
697463031882764288,Labrador_retriever,0.999885
697575480820686848,whippet,0.256698
697596423848730625,Shetland_sheepdog,0.621668
697616773278015490,Lhasa,0.521931
697943111201378304,Great_Dane,0.126924
697990423684476929,Pembroke,0.984783
697995514407682048,Staffordshire_bullterrier,0.280222
698178924120031232,Chesapeake_Bay_retriever,0.351868
698195409219559425,Labrador_retriever,0.64369
698262614669991936,Italian_greyhound,0.107948
698342080612007937,boxer,0.8830479999999999
698355670425473025,pug,0.990191
698549713696649216,French_bulldog,0.998544
698635131305795584,Samoyed,0.15846400000000002
698703483621523456,Brittany_spaniel,0.931963
698710712454139905,Samoyed,0.329895
